ML-1M :
	userKNN :
1	0,16670529801324965	0,1066887417218573	0,6464680781456902	0,5347406492052962	100-1
10	0,15645695364238849	0,09993377483444002	0,8278604793045972	0,6470934574834447	100-10
20	0,15622516556291852	0,0989403973509963	0,8517107092714741	0,6612766698013258	100-20
30	0,15708609271523682	0,1001490066225195	0,8608442548012769	0,666234358543048	100-30
40	0,15885761589404462	0,10119205298013534	0,8660686766555827	0,66896614678808	100-40
50	0,15860927152318346	0,10140728476821491	0,8686257034767746	0,6707505440728485	100-50
60	0,15973509933775343	0,10127483443708904	0,8711275334436619	0,6721854198013248	100-60
70	0,1610927152317926	0,10357615894040052	0,8721852983443247	0,6727005037417241	100-70
80	0,15973509933775315	0,10124172185430746	0,8730499026489607	0,6732707747682131	100-80
90	0,1603476821192098	0,10160596026490351	0,8739972892383625	0,6740526013576168	100-90
100	0,15947019867550133	0,10193708609271822	0,8746411412251188	0,674227359536426	100-100
110	0,16208609271523652	0,10403973509934063	0,8757632889072388	0,6750735712913916	100-110
120	0,16094370860927623	0,10276490066225474	0,876030031291344	0,6748896140066237	100-120
130	0,1608443708609315	0,1025662251655657	0,8760760168873712	0,6751471555629146	100-130
140	0,16195364238411059	0,10370860927152618	0,8763519574502842	0,6751287580463591	100-140
150	0,16049668874172615	0,10276490066225462	0,876554302814525	0,6753679055629157	100-150
160	0,16213576158940887	0,10360927152318196	0,8768578403973051	0,6753954989403989	100-160
170	0,16288079470199177	0,1052317880794734	0,8778236210264436	0,675965772781458	100-170
180	0,1618377483443756	0,10379139072847995	0,8775568812913453	0,675791007218545	100-180
190	0,16129139072848134	0,10316225165563214	0,8777316422184974	0,6760577507615899	100-190
200	0,16109271523179264	0,10293046357616181	0,8779064041390273	0,6761773229470204	100-200
210	0,16084437086093137	0,1031788079470227	0,8776764569535964	0,6761037385099349	100-210
220	0,16187086092715708	0,10405629139073132	0,8782835135761117	0,6764808534105983	100-220
230	0,16261589403973956	0,10342715231788352	0,8784858683774397	0,6764808529139104	100-230
240	0,1634105960264944	0,10463576158940685	0,8779983822847228	0,6763888759271542	100-240
250	0,16211920529801763	0,10413907284768495	0,8783663021522722	0,676407269304637	100-250
260	0,16253311258278574	0,104370860927155	0,8784490816224721	0,6766188239403986	100-260
270	0,16170529801324945	0,10369205298013534	0,8784306829469739	0,6762601027483462	100-270
280	0,16254966887417685	0,10367549668874446	0,8791481230132	0,6768395732781475	100-280
290	0,16322847682119643	0,10518211920530068	0,8787802064569082	0,6764900525827836	100-290
300	0,16380794701987225	0,10451986754967173	0,8789457713575712	0,6767935837086108	100-300
310	0,16254966887417693	0,10438741721854605	0,8790837362582326	0,6768119792384127	100-310
320	0,16281456953642792	0,10453642384106225	0,8791021359271073	0,6765728343708634	100-320
330	0,16289735099338193	0,10432119205298294	0,879028549337702	0,6768671659933797	100-330
340	0,1631291390728524	0,10498344370861225	0,8789825609271068	0,6767475938079491	100-340
350	0,16289735099338207	0,10557947019867857	0,8786882264900211	0,676784384701989	100-350
360	0,1629139072847727	0,10539735099338048	0,879129728476776	0,6768211769205319	100-360
370	0,16319536423841524	0,10516556291391024	0,8790377475165115	0,6768303747682137	100-370
380	0,16226821192053473	0,10420529801324768	0,8787250182118754	0,6765820327152342	100-380
390	0,16253311258278566	0,10448675496689046	0,8792493004966436	0,6767935848675508	100-390
400	0,1640066225165609	0,1052649006622544	0,8792492975165115	0,6770235318874196	100-400
