2537	0.9	0.9	0.888889	0.888889
5482	0.8	0.8	0.888889	0.888889
3934	0.8	0.8	0.833333	0.833333
3705	0.8	0.8	0.833333	0.833333
2041	0.9	0.8	0.944444	0.944444
5831	0.9	0.7	0.833333	0.833333
5103	0.7	0.7	0.777778	0.722222
4560	0.7	0.7	0.888889	0.888889
4448	0.7	0.7	0.944444	0.944444
4425	1	0.7	0.833333	0.833333
424	0.8	0.7	0.777778	0.777778
4033	0.8	0.7	0.833333	0.833333
4009	0.9	0.7	0.611111	0.611111
3724	1	0.7	0.944444	0.944444
368	0.7	0.7	0.833333	0.777778
3675	0.7	0.7	0.722222	0.722222
3391	1	0.7	0.833333	0.833333
326	0.7	0.7	0.944444	0.944444
302	0.8	0.7	0.888889	0.833333
2777	0.8	0.7	0.777778	0.777778
272	0.7	0.7	0.833333	0.833333
2611	0.7	0.7	0.888889	0.888889
1980	1	0.7	0.888889	0.888889
1903	0.7	0.7	0.833333	0.666667
1586	0.7	0.7	0.888889	0.888889
1117	0.7	0.7	0.777778	0.777778
1112	0.7	0.7	0.833333	0.833333
957	0.6	0.6	0.666667	0.666667
899	0.6	0.6	0.888889	0.888889
824	0.7	0.6	0.833333	0.833333
802	0.8	0.6	0.888889	0.888889
692	0.6	0.6	0.888889	0.888889
641	0.6	0.6	0.888889	0.722222
637	0.6	0.6	0.888889	0.888889
6040	0.7	0.6	0.888889	0.833333
5722	0.6	0.6	0.888889	0.888889
549	0.6	0.6	0.944444	0.944444
5271	0.6	0.6	0.777778	0.722222
5222	0.7	0.6	0.944444	0.944444
5026	0.8	0.6	0.833333	0.833333
4823	0.8	0.6	0.944444	0.944444
4786	0.6	0.6	0.888889	0.888889
4344	0.9	0.6	1	1
4227	0.6	0.6	0.888889	0.888889
4083	0.6	0.6	0.833333	0.833333
3951	0.7	0.6	0.777778	0.722222
3878	0.6	0.6	0.888889	0.888889
3841	0.6	0.6	0.777778	0.777778
3509	0.8	0.6	0.833333	0.777778
3402	0.8	0.6	0.833333	0.833333
3389	0.6	0.6	0.944444	0.944444
3277	0.7	0.6	0.833333	0.722222
3265	0.6	0.6	0.944444	0.888889
3108	0.8	0.6	0.888889	0.888889
2909	0.7	0.6	0.833333	0.833333
2878	0.6	0.6	0.833333	0.833333
284	0.7	0.6	0.888889	0.833333
2529	0.8	0.6	0.777778	0.777778
2010	0.6	0.6	0.833333	0.833333
1912	0.6	0.6	0.833333	0.833333
1712	0.7	0.6	0.888889	0.888889
1676	0.7	0.6	0.833333	0.833333
1628	0.6	0.6	0.944444	0.944444
1447	0.8	0.6	0.777778	0.777778
1068	0.7	0.6	0.888889	0.833333
10	0.8	0.6	0.833333	0.833333
97	0.5	0.5	0.833333	0.722222
889	0.6	0.5	0.777778	0.777778
765	0.7	0.5	0.777778	0.777778
725	0.5	0.5	0.777778	0.611111
656	0.5	0.5	0.833333	0.833333
5998	0.6	0.5	0.722222	0.666667
5978	0.5	0.5	0.944444	0.944444
5488	0.7	0.5	0.888889	0.833333
5387	0.9	0.5	0.833333	0.833333
5374	0.5	0.5	0.777778	0.444444
5347	0.5	0.5	0.888889	0.833333
5306	0.5	0.5	0.833333	0.833333
5289	0.6	0.5	0.833333	0.833333
5255	0.5	0.5	0.888889	0.888889
5236	0.5	0.5	0.722222	0.666667
5054	0.6	0.5	0.944444	0.944444
5041	0.5	0.5	0.833333	0.666667
5037	0.5	0.5	0.777778	0.777778
4948	0.7	0.5	0.888889	0.888889
4940	0.5	0.5	0.888889	0.888889
4867	0.5	0.5	0.944444	0.944444
4826	0.5	0.5	0.777778	0.722222
4769	0.5	0.5	0.944444	0.722222
4531	0.6	0.5	0.888889	0.888889
4482	0.7	0.5	0.888889	0.888889
4356	0.6	0.5	0.888889	0.777778
4351	0.5	0.5	0.833333	0.833333
4279	0.6	0.5	0.944444	0.888889
4085	0.5	0.5	0.777778	0.777778
3945	0.5	0.5	0.888889	0.888889
3930	0.6	0.5	0.944444	0.944444
3914	0.5	0.5	0.833333	0.611111
3884	0.6	0.5	0.888889	0.888889
3827	0.6	0.5	0.777778	0.666667
3824	0.5	0.5	0.944444	0.944444
3823	0.7	0.5	0.833333	0.722222
3769	0.5	0.5	0.944444	0.888889
3665	0.5	0.5	0.944444	0.944444
3589	0.6	0.5	0.944444	0.944444
3577	0.5	0.5	0.833333	0.611111
3562	0.6	0.5	0.777778	0.777778
3557	0.5	0.5	0.888889	0.833333
3462	0.7	0.5	0.888889	0.833333
3450	0.5	0.5	0.888889	0.777778
3430	0.5	0.5	1	0.888889
3416	0.6	0.5	0.944444	0.944444
3292	0.7	0.5	0.944444	0.944444
3270	0.5	0.5	0.888889	0.888889
3018	0.6	0.5	0.722222	0.722222
2946	0.5	0.5	0.833333	0.777778
2876	0.6	0.5	0.722222	0.722222
2873	0.5	0.5	0.944444	0.888889
2872	0.5	0.5	0.944444	0.888889
2753	0.7	0.5	0.888889	0.833333
2665	0.7	0.5	0.944444	0.944444
2643	0.6	0.5	0.888889	0.888889
245	0.6	0.5	0.944444	0.944444
2247	0.5	0.5	0.888889	0.833333
2116	0.5	0.5	0.722222	0.722222
2106	0.5	0.5	0.944444	0.888889
2105	0.6	0.5	0.888889	0.888889
2063	0.6	0.5	0.777778	0.777778
2038	0.6	0.5	0.888889	0.888889
1998	0.5	0.5	0.944444	0.944444
1890	0.5	0.5	0.888889	0.888889
1879	0.5	0.5	0.833333	0.833333
1837	0.8	0.5	0.888889	0.888889
1817	0.5	0.5	0.833333	0.777778
1749	0.5	0.5	0.777778	0.777778
1733	0.5	0.5	0.833333	0.833333
1694	0.6	0.5	0.777778	0.777778
1680	0.7	0.5	0.777778	0.777778
1400	0.5	0.5	0.888889	0.555556
1369	0.7	0.5	0.833333	0.833333
1317	0.8	0.5	0.833333	0.833333
1125	0.7	0.5	0.888889	0.833333
1124	0.5	0.5	0.833333	0.833333
1087	0.6	0.5	0.944444	0.944444
1021	0.6	0.5	0.833333	0.777778
984	0.4	0.4	0.888889	0.888889
92	0.4	0.4	0.888889	0.833333
883	0.5	0.4	0.833333	0.444444
869	0.4	0.4	0.833333	0.833333
845	0.4	0.4	0.888889	0.5
823	0.4	0.4	0.888889	0.555556
816	0.4	0.4	0.944444	0.888889
778	0.4	0.4	0.611111	0.611111
766	0.6	0.4	0.888889	0.555556
755	0.7	0.4	0.888889	0.722222
746	0.5	0.4	0.722222	0.722222
737	0.6	0.4	0.888889	0.833333
726	0.4	0.4	0.888889	0.5
722	0.4	0.4	0.777778	0.777778
721	0.4	0.4	0.888889	0.888889
696	0.4	0.4	0.888889	0.888889
648	0.4	0.4	0.777778	0.777778
639	0.5	0.4	0.722222	0.722222
6013	0.4	0.4	0.833333	0.666667
6010	0.4	0.4	0.777778	0.722222
5996	0.4	0.4	0.888889	0.888889
