5684	0	0	0.944444	0.944444
5550	0.4	0.2	0.944444	0.944444
549	0.5	0.3	0.944444	0.944444
546	0.1	0	0.944444	0.944444
5300	0.5	0.4	0.944444	0.944444
5255	0	0	0.944444	0.944444
5107	0.1	0.1	0.944444	0.944444
4942	0.3	0.2	0.944444	0.944444
4607	0.6	0.6	0.944444	0.944444
4114	0.3	0.2	0.944444	0.944444
4060	0.1	0	0.944444	0.944444
3953	0.3	0.2	0.944444	0.944444
3912	0.3	0.3	0.944444	0.944444
3853	0.2	0.2	0.944444	0.944444
3778	0.3	0.3	0.944444	0.944444
3737	0.1	0	0.944444	0.944444
3454	0.2	0.1	0.944444	0.944444
3445	0.1	0.1	0.944444	0.944444
3394	0.2	0.2	0.944444	0.944444
2740	0.2	0.2	0.944444	0.944444
272	0.2	0.2	0.944444	0.944444
2544	0.4	0.2	0.944444	0.944444
2526	0.1	0	0.944444	0.944444
2496	0.5	0.5	0.944444	0.944444
2102	0.3	0.1	0.944444	0.944444
1882	0.4	0.3	0.944444	0.944444
1819	0.2	0.2	0.944444	0.944444
1733	0.6	0.6	0.944444	0.944444
1325	0.4	0.4	0.944444	0.944444
1285	0.4	0.4	0.944444	0.944444
1150	0.6	0.4	0.944444	0.944444
939	0	0	0.944444	0.888889
937	0.2	0.2	0.888889	0.888889
924	0	0	0.888889	0.888889
891	0.3	0.2	0.944444	0.888889
780	0.5	0.3	0.888889	0.888889
735	0.3	0.3	0.888889	0.888889
721	0.4	0.3	0.888889	0.888889
716	0.6	0.1	0.888889	0.888889
710	0.5	0.2	0.888889	0.888889
698	0.3	0	0.888889	0.888889
648	0.3	0.3	0.888889	0.888889
623	0.1	0	0.888889	0.888889
615	0.1	0	0.944444	0.888889
6011	0.1	0	0.888889	0.888889
5889	0.1	0.1	0.888889	0.888889
5878	0.3	0.2	0.888889	0.888889
5848	0.2	0.2	0.888889	0.888889
5843	0.1	0.1	0.944444	0.888889
5814	0.1	0.1	0.944444	0.888889
58	0.4	0.2	0.888889	0.888889
5795	0.5	0.5	0.888889	0.888889
5787	0.3	0.1	0.888889	0.888889
5747	0.1	0.1	0.888889	0.888889
5728	0	0	0.888889	0.888889
5682	0.4	0	0.888889	0.888889
5678	0.2	0	0.888889	0.888889
5677	0.1	0.1	0.888889	0.888889
5643	0.3	0.2	0.888889	0.888889
5636	0.4	0.1	0.888889	0.888889
5592	0.2	0.2	0.888889	0.888889
5578	0.2	0.2	0.888889	0.888889
5523	0.3	0.3	0.888889	0.888889
5505	0.1	0	0.888889	0.888889
5504	0.2	0.2	0.888889	0.888889
5463	0.2	0.2	0.888889	0.888889
5441	0.4	0.4	0.888889	0.888889
5367	0.8	0.6	0.888889	0.888889
5365	0	0	0.888889	0.888889
5352	0.1	0	0.888889	0.888889
5335	0.3	0.3	0.888889	0.888889
5312	0.3	0.3	0.888889	0.888889
5277	0.5	0.2	0.888889	0.888889
5253	0.2	0.1	0.888889	0.888889
5205	0.5	0.2	0.888889	0.888889
5178	0.1	0.1	0.888889	0.888889
5173	0.1	0.1	0.888889	0.888889
5157	0	0	0.888889	0.888889
5098	0.4	0.2	0.888889	0.888889
504	0.1	0.1	0.944444	0.888889
5034	0.1	0.1	0.944444	0.888889
5015	0.4	0.2	0.888889	0.888889
4977	0.3	0.1	0.944444	0.888889
4962	0.3	0.3	0.888889	0.888889
4958	0.3	0	0.888889	0.888889
4948	0.5	0.3	0.888889	0.888889
4879	0	0	0.888889	0.888889
4870	0	0	0.888889	0.888889
4861	0	0	0.888889	0.888889
4854	0.1	0.1	0.888889	0.888889
4829	0.1	0	0.888889	0.888889
4738	0.1	0.1	0.888889	0.888889
4732	0.5	0.1	0.888889	0.888889
4704	0.4	0.2	0.888889	0.888889
4671	0.1	0.1	0.888889	0.888889
4653	0	0	0.888889	0.888889
