CIAO :
	userKNN :
1	0,006225425950196638	0,00432503276539976	0,3261904006291008	0,0746396039056374	20-1
5	0,005609436435124546	0,003905635648754933	0,40315990117956224	0,08069028117956026	20-5
10	0,005478374836173037	0,003984272608125838	0,43364627889909435	0,0826343608912256	20-10
15	0,005072083879423363	0,003538663171690709	0,44852907155964433	0,08341344938401761	20-15
20	0,005203145478374869	0,0037614678899082735	0,4579509604194085	0,08406875800787116	20-20
25	0,005124508519003963	0,00373525557011797	0,4640963136304147	0,08439641129751724	20-25
30	0,005478374836173038	0,004036697247706438	0,46843591992137207	0,08481872201835641	20-30
35	0,005032765399737908	0,003591087811271311	0,4730813449541367	0,08480415785059753	20-35
40	0,005294888597640927	0,00370904325032767	0,475462308256884	0,08505900094365137	20-40
45	0,005150720838794266	0,0037483617300131207	0,478047149279163	0,08537209208388728	20-45
50	0,004809960681520343	0,0032765399737876896	0,4804426707732644	0,08543034377458199	20-50
55	0,005229357798165171	0,0036304062909567644	0,4825469509829605	0,08537209216252428	20-55
60	0,005229357798165174	0,0038138925294888765	0,48367554272607827	0,08564877821757026	20-60
65	0,004941022280471854	0,0034993446920052558	0,4852701306684126	0,0858526514023671	20-65
70	0,005216251638270018	0,00357798165137616	0,4871851019659177	0,08575071467890719	20-70
75	0,005504587155963338	0,003997378768020986	0,487804005504581	0,08602740078637779	20-75
80	0,005412844036697282	0,0037090432503276687	0,48861222424638917	0,0859036198165218	20-80
85	0,0054783748361730365	0,0038794233289646293	0,49018496946264095	0,08602739937091247	20-85
90	0,005294888597640925	0,0036697247706422172	0,49071650314547094	0,08605652442989017	20-90
95	0,005150720838794264	0,0036041939711664605	0,49162665963301794	0,08620943048493612	20-95
100	0,005321100917431226	0,0038401048492791765	0,4924057537352441	0,08610021224116157	20-100
